movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,total_profit_margin,director,birth_year,death_year
The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,11,2013,130000000,424668047,440200000,864868047,734868047,84.97,Francis Lawrence,1971.0,
The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,11,2014,125000000,337135885,429439246,766575131,641575131,83.69,Francis Lawrence,1971.0,
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,11,2015,160000000,281723902,367262885,648986787,488986787,75.35,Francis Lawrence,1971.0,
Red Sparrow,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",high,3,2018,69000000,46874505,99077356,145951861,76951861,52.72,Francis Lawrence,1971.0,
Hardcore Henry,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",low,4,2016,2000000,9252038,7935396,17187434,15187434,88.36,Ilya Naishuller,,
Geostorm,"Action,Sci-Fi,Thriller",Action,"['Sci-Fi', 'Thriller']",high,10,2017,100000000,33700160,187095849,220796009,120796009,54.71,Dean Devlin,1962.0,
American Ultra,"Action,Comedy,Sci-Fi",Action,"['Comedy', 'Sci-Fi']",mid,8,2015,28000000,14439985,15855043,30295028,2295028,7.58,Nima Nourizadeh,1977.0,
Valentine's Day,"Comedy,Romance",Comedy,['Romance'],high,2,2010,52000000,110485654,107083674,217569328,165569328,76.1,Garry Marshall,1934.0,2016.0
Leap Year,"Drama,Romance",Drama,['Romance'],mid,1,2010,19000000,25918920,6700000,32618920,13618920,41.75,Michael Rowe,,
A Good Day to Die Hard,"Action,Thriller",Action,['Thriller'],high,2,2013,92000000,67349198,236900000,304249198,212249198,69.76,John Moore,1970.0,
Atlas Shrugged: Who Is John Galt?,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",mid,9,2014,5000000,851690,0,851690,-4148310,-487.07,James Manera,,
Death at a Funeral,Comedy,Comedy,[],mid,4,2010,21000000,42739347,6237886,48977233,27977233,57.12,Neil LaBute,1963.0,
Knight and Day,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,6,2010,117000000,76423035,182328335,258751370,141751370,54.78,James Mangold,1963.0,
The Wolverine,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,7,2013,115000000,132556852,283900000,416456852,301456852,72.39,James Mangold,1963.0,
Logan,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",high,3,2017,127000000,226277068,389184326,615461394,488461394,79.37,James Mangold,1963.0,
Ice Age: Continental Drift,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2012,95000000,161321843,718443294,879765137,784765137,89.2,Mike Thurmeier,,
Ice Age: Collision Course,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2016,105000000,64063008,338093674,402156682,297156682,73.89,Galen T. Chu,,
Rabbit Hole,Drama,Drama,[],mid,12,2010,5000000,2229058,3975976,6205034,1205034,19.42,John Cameron Mitchell,1963.0,
Your Highness,"Adventure,Comedy,Fantasy",Adventure,"['Comedy', 'Fantasy']",high,4,2011,50000000,21596445,4525193,26121638,-23878362,-91.41,David Gordon Green,1975.0,
Halloween,"Horror,Thriller",Horror,['Thriller'],mid,10,2018,10000000,159342015,95558652,254900667,244900667,96.08,David Gordon Green,1975.0,
Manglehorn,Drama,Drama,[],low,6,2015,4000000,132270,665169,797439,-3202561,-401.61,David Gordon Green,1975.0,
The Last Exorcism Part II,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",low,3,2013,4000000,15179303,10269404,25448707,21448707,84.28,Ed Gass-Donnelly,1977.0,
The Brass Teapot,"Comedy,Fantasy,Thriller",Comedy,"['Fantasy', 'Thriller']",low,4,2013,900000,6997,406736,413733,-486267,-117.53,Ramaa Mosley,1978.0,
R100,"Comedy,Drama",Comedy,['Drama'],mid,1,2015,5500000,24956,0,24956,-5475044,-21938.79,Hitoshi Matsumoto,1963.0,
A.C.O.R.N.S.: Operation Crackdown,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",mid,11,2016,8500000,0,1353287,1353287,-7146713,-528.1,Ross Venokur,,
Kites,"Action,Drama,Romance",Action,"['Drama', 'Romance']",mid,5,2010,9200000,1685269,15469924,17155193,7955193,46.37,Anurag Basu,,
Edge of Tomorrow,"Action,Sci-Fi",Action,['Sci-Fi'],high,6,2014,178000000,100206256,270335000,370541256,192541256,51.96,Doug Liman,1965.0,
American Made,"Action,Biography,Comedy",Action,"['Biography', 'Comedy']",high,9,2017,50000000,51342000,84227212,135569212,85569212,63.12,Doug Liman,1965.0,
Rock Dog,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,2,2017,60000000,9420546,14727942,24148488,-35851512,-148.46,Ash Brannon,,
Epic,"Adventure,Animation,Family",Adventure,"['Animation', 'Family']",high,5,2013,100000000,107518682,155275759,262794441,162794441,61.95,Chris Wedge,1957.0,
Monster Trucks,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,1,2017,125000000,33370166,28272632,61642798,-63357202,-102.78,Chris Wedge,1957.0,
Flight,"Drama,Thriller",Drama,['Thriller'],mid,11,2012,31000000,93772375,66786063,160558438,129558438,80.69,Robert Zemeckis,1951.0,
Welcome to Marwen,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,12,2018,45000000,10763520,2111402,12874922,-32125078,-249.52,Robert Zemeckis,1951.0,
The Walk,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",mid,9,2015,35000000,10161183,51330921,61492104,26492104,43.08,Robert Zemeckis,1951.0,
Allied,"Action,Drama,Romance",Action,"['Drama', 'Romance']",high,11,2016,106000000,40098064,79168597,119266661,13266661,11.12,Robert Zemeckis,1951.0,
The Debt,"Drama,Thriller",Drama,['Thriller'],mid,8,2011,20000000,31177548,15426506,46604054,26604054,57.09,John Madden,1949.0,
The Best Exotic Marigold Hotel,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,5,2012,10000000,46383639,88256141,134639780,124639780,92.57,John Madden,1949.0,
The Second Best Exotic Marigold Hotel,"Comedy,Drama",Comedy,['Drama'],mid,3,2015,10000000,33078266,57306040,90384306,80384306,88.94,John Madden,1949.0,
Miss Sloane,"Drama,Thriller",Drama,['Thriller'],mid,11,2016,18000000,3500605,4219025,7719630,-10280370,-133.17,John Madden,1949.0,
Drinking Buddies,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,8,2013,500000,343706,63394,407100,-92900,-22.82,Joe Swanberg,1981.0,
Risen,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",mid,2,2016,20000000,36880033,9375730,46255763,26255763,56.76,Kevin Reynolds,1952.0,
42,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",mid,4,2013,31000000,95020213,2450488,97470701,66470701,68.2,Brian Helgeland,1961.0,
The Diary of a Teenage Girl,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,8,2015,2000000,1477002,802957,2279959,279959,12.28,Marielle Heller,1979.0,
Can You Ever Forgive Me?,"Biography,Comedy,Crime",Biography,"['Comedy', 'Crime']",mid,10,2018,10000000,8803865,2948522,11752387,1752387,14.91,Marielle Heller,1979.0,
Margaret,Drama,Drama,[],mid,9,2011,14000000,47185,576107,623292,-13376708,-2146.14,Kenneth Lonergan,1962.0,
Manchester by the Sea,Drama,Drama,[],mid,11,2016,8500000,47695371,30038496,77733867,69233867,89.07,Kenneth Lonergan,1962.0,
Free State of Jones,"Action,Biography,Drama",Action,"['Biography', 'Drama']",high,6,2016,50000000,20810036,2427216,23237252,-26762748,-115.17,Gary Ross,1956.0,
The Hunger Games,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,3,2012,80000000,408010692,269912687,677923379,597923379,88.2,Gary Ross,1956.0,
The Christmas Candle,"Drama,Family",Drama,['Family'],mid,11,2013,7000000,1632000,301829,1933829,-5066171,-261.98,John Stephenson,,
Pitch Perfect 3,"Comedy,Music",Comedy,['Music'],mid,12,2017,45000000,104897530,80838882,185736412,140736412,75.77,Trish Sie,,
Black Swan,"Drama,Thriller",Drama,['Thriller'],mid,12,2010,13000000,106954678,224312032,331266710,318266710,96.08,Darren Aronofsky,1969.0,
Noah,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,3,2014,130000000,101200044,251631021,352831065,222831065,63.16,Darren Aronofsky,1969.0,
Sorry to Bother You,"Comedy,Fantasy,Sci-Fi",Comedy,"['Fantasy', 'Sci-Fi']",low,7,2018,3200000,17493096,792464,18285560,15085560,82.5,Boots Riley,1971.0,
Final Destination 5,Horror,Horror,[],mid,8,2011,40000000,42587643,112423522,155011165,115011165,74.2,Steven Quale,,
Into the Storm,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,8,2014,50000000,47602194,102827177,150429371,100429371,66.76,Steven Quale,,
Evil Dead,"Fantasy,Horror,Thriller",Fantasy,"['Horror', 'Thriller']",mid,4,2013,17000000,54239856,43538500,97778356,80778356,82.61,Fede Alvarez,1978.0,
50/50,Documentary,Documentary,[],mid,9,2011,8000000,35016118,6318617,41334735,33334735,80.65,Mika Rosenfeld,,
On the Basis of Sex,"Biography,Drama",Biography,['Drama'],mid,12,2018,20000000,24622687,13450690,38073377,18073377,47.47,Mimi Leder,1952.0,
The Son of No One,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,11,2011,15000000,30680,1117898,1148578,-13851422,-1205.96,Dito Montiel,1965.0,
Selma,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,1,2015,20000000,52076908,14699668,66776576,46776576,70.05,Ava DuVernay,1972.0,
Middle of Nowhere,Drama,Drama,[],low,10,2012,200000,236806,0,236806,36806,15.54,Ava DuVernay,1972.0,
A Wrinkle in Time,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",high,3,2018,103000000,100478608,32923274,133401882,30401882,22.79,Ava DuVernay,1972.0,
The Green Hornet,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",high,1,2011,110000000,98780042,130375461,229155503,119155503,52.0,Michel Gondry,1963.0,
Cloudy with a Chance of Meatballs 2,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,9,2013,78000000,119793567,154599082,274392649,196392649,71.57,Cody Cameron,1970.0,
Step Up 3D,"Drama,Music,Romance",Drama,"['Music', 'Romance']",mid,8,2010,30000000,42400223,123488894,165889117,135889117,81.92,Jon M. Chu,1979.0,
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,3,2013,140000000,122523060,253217645,375740705,235740705,62.74,Jon M. Chu,1979.0,
Justin Bieber: Never Say Never,"Documentary,Music",Documentary,['Music'],mid,2,2011,13000000,73013910,26020215,99034125,86034125,86.87,Jon M. Chu,1979.0,
Crazy Rich Asians,"Comedy,Romance",Comedy,['Romance'],mid,8,2018,30000000,174532921,63566790,238099711,208099711,87.4,Jon M. Chu,1979.0,
Now You See Me 2,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,6,2016,90000000,65075540,263249467,328325007,238325007,72.59,Jon M. Chu,1979.0,
Jem and the Holograms,"Adventure,Drama,Family",Adventure,"['Drama', 'Family']",mid,10,2015,5000000,2184640,184297,2368937,-2631063,-111.07,Jon M. Chu,1979.0,
Pet Sematary,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,4,2019,21000000,54724696,54776450,109501146,88501146,80.82,Kevin Kölsch,,
Dracula Untold,"Action,Drama,Fantasy",Action,"['Drama', 'Fantasy']",high,10,2014,70000000,55991880,164249843,220241723,150241723,68.22,Gary Shore,1981.0,
Flipped,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,8,2010,14000000,1755212,2534781,4289993,-9710007,-226.34,Rob Reiner,1947.0,
And So It Goes,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,7,2014,18000000,15160801,2759212,17920013,-79987,-0.45,Rob Reiner,1947.0,
LBJ,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,11,2017,20000000,2468683,38498,2507181,-17492819,-697.71,Rob Reiner,1947.0,
The Impossible,"Drama,History,Thriller",Drama,"['History', 'Thriller']",mid,12,2012,40000000,19019882,150570724,169590606,129590606,76.41,J.A. Bayona,1975.0,
A Monster Calls,"Animation,Drama,Fantasy",Animation,"['Drama', 'Fantasy']",mid,1,2017,43000000,3740823,42673707,46414530,3414530,7.36,J.A. Bayona,1975.0,
Jurassic World: Fallen Kingdom,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2018,170000000,417719760,888053039,1305772799,1135772799,86.98,J.A. Bayona,1975.0,
Life During Wartime,"Documentary,History",Documentary,['History'],low,7,2010,4500000,281447,0,281447,-4218553,-1498.88,Ernest Holzman,,
Father Figures,Documentary,Documentary,[],mid,12,2017,25000000,17501244,3537197,21038441,-3961559,-18.83,April Butler,,
The Emoji Movie,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2017,50000000,86089513,130472799,216562312,166562312,76.91,Tony Leondis,1967.0,
Bullet to the Head,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,2,2013,55000000,9489829,13108140,22597969,-32402031,-143.38,Walter Hill,1942.0,
The Disaster Artist,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,12,2017,10000000,21120616,7597051,28717667,18717667,65.18,James Franco,1978.0,
In Dubious Battle,Drama,Drama,[],mid,2,2017,15000000,0,214182,214182,-14785818,-6903.39,James Franco,1978.0,
Snatched,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,5,2017,42000000,45852178,11999999,57852177,15852177,27.4,Jodi Beth,,
Karachi se Lahore,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",low,12,2015,1000000,0,17721,17721,-982279,-5543.02,Wajahat Rauf,,
Compadres,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",low,4,2016,3000000,3127773,4317271,7445044,4445044,59.7,Enrique Begné,,
Obvious Child,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,6,2014,1000000,3122616,201454,3324070,2324070,69.92,Gillian Robespierre,1978.0,
Keanu,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,4,2016,15000000,20591853,96288,20688141,5688141,27.49,Peter Atencio,1983.0,
Top Spin,Documentary,Documentary,[],low,8,2015,150000,5858,0,5858,-144142,-2460.6,Mina T. Son,,
The Fits,"Drama,Music",Drama,['Music'],low,6,2016,170000,166425,2817,169242,-758,-0.45,Anna Rose Holmer,,
Country Strong,"Drama,Music",Drama,['Music'],mid,12,2010,15000000,20218921,383066,20601987,5601987,27.19,Shana Feste,1976.0,
Endless Love,"Drama,Romance",Drama,['Romance'],mid,2,2014,20000000,23438250,11279923,34718173,14718173,42.39,Shana Feste,1976.0,
Brooklyn,"Drama,Romance",Drama,['Romance'],mid,11,2015,11000000,38322743,23753398,62076141,51076141,82.28,John Crowley,1969.0,
Kung Fu Panda 2,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,5,2011,150000000,165249063,499588484,664837547,514837547,77.44,Jennifer Yuh Nelson,1972.0,
The Darkest Minds,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",mid,8,2018,34000000,12695691,25665737,38361428,4361428,11.37,Jennifer Yuh Nelson,1972.0,
The Spectacular Now,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,8,2013,2500000,6852971,63980,6916951,4416951,63.86,James Ponsoldt,1978.0,
Straight Outta Compton,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,8,2015,28000000,161197785,40985196,202182981,174182981,86.15,F. Gary Gray,1969.0,
Men in Black: International,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,6,2019,110000000,3100000,0,3100000,-106900000,-3448.39,F. Gary Gray,1969.0,
The Fate of the Furious,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,4,2017,250000000,225764765,1009081502,1234846267,984846267,79.75,F. Gary Gray,1969.0,
The Sitter,Horror,Horror,[],mid,12,2011,25000000,30542576,8206828,38749404,13749404,35.48,Simon Richardson,,
Early Man,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,2,2018,50000000,8267544,37018346,45285890,-4714110,-10.41,Nick Park,1958.0,
Lady Bird,"Comedy,Drama",Comedy,['Drama'],mid,11,2017,10000000,48958273,29652496,78610769,68610769,87.28,Greta Gerwig,1983.0,
The Fifth Estate,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",mid,10,2013,26000000,3254172,2900000,6154172,-19845828,-322.48,Bill Condon,1955.0,
The Skeleton Twins,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,9,2014,1000000,5284309,512883,5797192,4797192,82.75,Craig Johnson,,
The World's End,"Action,Comedy,Sci-Fi",Action,"['Comedy', 'Sci-Fi']",mid,8,2013,20000000,26004851,21503654,47508505,27508505,57.9,Edgar Wright,1974.0,
Baby Driver,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,6,2017,34000000,107825862,120278323,228104185,194104185,85.09,Edgar Wright,1974.0,
Despicable Me,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",high,7,2010,69000000,251513985,291950588,543464573,474464573,87.3,Chris Renaud,,
Despicable Me 2,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2013,76000000,368065385,607151450,975216835,899216835,92.21,Chris Renaud,,
The Secret Life of Pets,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2016,75000000,368384330,518366204,886750534,811750534,91.54,Chris Renaud,,
The Secret Life of Pets 2,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,6,2019,80000000,63795655,49555841,113351496,33351496,29.42,Jonathan del Val,,
The Devil's Double,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",mid,7,2011,19100000,1361512,4604134,5965646,-13134354,-220.17,Lee Tamahori,1950.0,
White Boy Rick,"Crime,Drama",Crime,['Drama'],mid,9,2018,30000000,24004833,1943150,25947983,-4052017,-15.62,Yann Demange,1977.0,
The Sorcerer's Apprentice,"Action,Adventure,Family",Action,"['Adventure', 'Family']",high,7,2010,160000000,63150991,154835329,217986320,57986320,26.6,Jon Turteltaub,1963.0,
Last Vegas,"Comedy,Drama",Comedy,['Drama'],mid,1,2013,28000000,63914167,49000000,112914167,84914167,75.2,Jon Turteltaub,1963.0,
The Meg,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",high,8,2018,178000000,145443742,384086973,529530715,351530715,66.39,Jon Turteltaub,1963.0,
Road Hard,Comedy,Comedy,[],low,3,2015,1500000,113169,0,113169,-1386831,-1225.45,Adam Carolla,1964.0,
Ender's Game,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,11,2013,110000000,61737191,66246092,127983283,17983283,14.05,Gavin Hood,1963.0,
Eye in the Sky,"Drama,Thriller,War",Drama,"['Thriller', 'War']",mid,3,2016,13000000,18704596,16698206,35402802,22402802,63.28,Gavin Hood,1963.0,
The Spy Next Door,"Action,Comedy,Family",Action,"['Comedy', 'Family']",mid,1,2010,28000000,24307106,22445752,46752858,18752858,40.11,Brian Levant,1952.0,
Dark Shadows,"Comedy,Fantasy,Horror",Comedy,"['Fantasy', 'Horror']",high,5,2012,150000000,79727149,158475519,238202668,88202668,37.03,Tim Burton,1958.0,
Big Eyes,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",mid,12,2014,10000000,14482031,12835841,27317872,17317872,63.39,Tim Burton,1958.0,
Frankenweenie,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",mid,10,2012,39000000,35287788,45863000,81150788,42150788,51.94,Tim Burton,1958.0,
Dumbo,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",high,3,2019,170000000,113883318,231121104,345004422,175004422,50.73,Tim Burton,1958.0,
The Space Between Us,"Adventure,Drama,Romance",Adventure,"['Drama', 'Romance']",mid,2,2017,30000000,7885294,8596111,16481405,-13518595,-82.02,Peter Chelsom,1956.0,
Seven Psychopaths,"Comedy,Crime",Comedy,['Crime'],mid,10,2012,13500000,15024049,18011687,33035736,19535736,59.14,Martin McDonagh,1970.0,
"Three Billboards Outside Ebbing, Missouri","Crime,Drama",Crime,['Drama'],mid,11,2017,12000000,54513740,105678175,160191915,148191915,92.51,Martin McDonagh,1970.0,
The Mechanic,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",mid,1,2011,42500000,29121498,47225895,76347393,33847393,44.33,Simon West,1961.0,
The Expendables 2,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,8,2012,100000000,85028192,226951064,311979256,211979256,67.95,Simon West,1961.0,
Wild Card,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,1,2015,30000000,3200,4312589,4315789,-25684211,-595.12,Simon West,1961.0,
The Bounty Hunter,"Action,Comedy,Romance",Action,"['Comedy', 'Romance']",mid,3,2010,45000000,67061228,68747609,135808837,90808837,66.87,Andy Tennant,1955.0,
The Guilt Trip,"Comedy,Drama",Comedy,['Drama'],mid,12,2012,40000000,37134215,4160459,41294674,1294674,3.14,Anne Fletcher,1966.0,
Hot Pursuit,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,5,2015,35000000,34580201,11091311,45671512,10671512,23.37,Anne Fletcher,1966.0,
Closer to the Moon,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",low,4,2014,1500000,0,5396,5396,-1494604,-27698.37,Nae Caranfil,1960.0,
Delivery Man,"Comedy,Drama",Comedy,['Drama'],mid,11,2013,22000000,30659817,39877053,70536870,48536870,68.81,Ken Scott,,
The Smurfs,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,7,2011,110000000,142614158,421135165,563749323,453749323,80.49,Raja Gosnell,1958.0,
