movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,total_profit_margin,director,birth_year,death_year
Captain Phillips,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",high,10,2013,55000000,107136417,113511767,220648184,165648184,75.07,Paul Greengrass,1955.0,
Jason Bourne,"Action,Thriller",Action,['Thriller'],high,7,2016,120000000,162192920,253975396,416168316,296168316,71.17,Paul Greengrass,1955.0,
The Interview,Documentary,Documentary,[],mid,2,2014,44000000,6105175,6237457,12342632,-31657368,-256.49,Leonard Gwinn,,
Sultan,"Action,Drama,Sport",Action,"['Drama', 'Sport']",mid,7,2016,11000000,5599781,67390000,72989781,61989781,84.93,Ali Abbas Zafar,,
Heist,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,11,2015,8900000,50136,3273995,3324131,-5575869,-167.74,London Bolsius,,
Jurassic World,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2015,215000000,652270625,996584239,1648854864,1433854864,86.96,Colin Trevorrow,1976.0,
Safety Not Guaranteed,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,6,2012,750000,4010957,411361,4422318,3672318,83.04,Colin Trevorrow,1976.0,
Skyfall,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,11,2012,200000000,304360277,806166704,1110526981,910526981,81.99,Sam Mendes,1965.0,
Spectre,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,11,2015,300000000,200074175,679546748,879620923,579620923,65.89,Sam Mendes,1965.0,
Hit & Run,"Action,Comedy",Action,['Comedy'],mid,8,2012,22000000,13749300,3467655,17216955,-4783045,-27.78,Ody C. Harahap,,
Geroy,Action,Action,[],mid,12,2015,7000000,0,1545121,1545121,-5454879,-353.04,Karen Oganesyan,,
Falcon Rising,"Action,Adventure",Action,['Adventure'],low,9,2014,4500000,11774,0,11774,-4488226,-38119.81,Ernie Barbarash,,
Abduction,"Action,Sci-Fi",Action,['Sci-Fi'],mid,9,2011,35000000,28087155,58561204,86648359,51648359,59.61,Ernie Barbarash,,
The Hobbit: An Unexpected Journey,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",high,12,2012,250000000,303003568,714000000,1017003568,767003568,75.42,Peter Jackson,1961.0,
The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",Adventure,['Fantasy'],high,12,2013,250000000,258366855,702000000,960366855,710366855,73.97,Peter Jackson,1961.0,
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",Adventure,['Fantasy'],high,12,2014,250000000,255119788,690457833,945577621,695577621,73.56,Peter Jackson,1961.0,
Z Storm,"Action,Crime",Action,['Crime'],mid,8,2015,7000000,0,2053330,2053330,-4946670,-240.91,David Lam,,
The Lego Ninjago Movie,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,9,2017,70000000,59281555,63455646,122737201,52737201,42.97,Charlie Bean,,
Youth,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,12,2015,13000000,2703296,21298277,24001573,11001573,45.84,Paolo Sorrentino,1970.0,
Unfinished Business,Romance,Romance,[],mid,3,2015,35000000,10219501,2994550,13214051,-21785949,-164.87,Remi Ibinola,,
Paterson,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,12,2016,5000000,2141423,8586113,10727536,5727536,53.39,Jim Jarmusch,1953.0,
Carol,"Drama,Romance",Drama,['Romance'],mid,11,2015,11800000,12711491,30132030,42843521,31043521,72.46,Todd Haynes,1961.0,
Mad Max: Fury Road,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,5,2015,150000000,153636354,216461666,370098020,220098020,59.47,George Miller,1945.0,
Happy Feet Two,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2011,135000000,64006466,93950000,157956466,22956466,14.53,George Miller,1945.0,
The Conjuring,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,7,2013,20000000,137400141,180600000,318000141,298000141,93.71,James Wan,1977.0,
Aquaman,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,12,2018,160000000,335061807,811832833,1146894640,986894640,86.05,James Wan,1977.0,
Insidious,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",low,4,2011,1500000,54009150,45861736,99870886,98370886,98.5,James Wan,1977.0,
Furious 7,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,4,2015,190000000,353007020,1165715774,1518722794,1328722794,87.49,James Wan,1977.0,
Room,"Drama,Thriller",Drama,['Thriller'],mid,10,2015,13000000,14677674,21585109,36262783,23262783,64.15,Lenny Abrahamson,1966.0,
Moonlight,Horror,Horror,[],low,10,2016,1500000,27854931,37390581,65245512,63745512,97.7,Jill Wong,,
Rock of Ages,"Comedy,Drama,Musical",Comedy,"['Drama', 'Musical']",high,6,2012,70000000,38518613,22513319,61031932,-8968068,-14.69,Adam Shankman,1964.0,
What Men Want,"Comedy,Fantasy,Romance",Comedy,"['Fantasy', 'Romance']",mid,2,2019,20000000,54611903,15300000,69911903,49911903,71.39,Adam Shankman,1964.0,
The Witch,"Horror,Mystery",Horror,['Mystery'],low,2,2016,3500000,25138705,15315815,40454520,36954520,91.35,Robert Eggers,,
Circle,Drama,Drama,[],low,8,2010,2000000,10024,0,10024,-1989976,-19852.11,Tanmoy Roy,,
Piranha 3D,"Comedy,Horror",Comedy,['Horror'],mid,8,2010,24000000,25003155,58657005,83660160,59660160,71.31,Alexandre Aja,1978.0,
Stitches,Drama,Drama,[],low,4,2013,2000000,0,63555,63555,-1936445,-3046.88,Joe Black,,
A Haunted House,"Comedy,Fantasy",Comedy,['Fantasy'],low,1,2013,2500000,40041683,19880875,59922558,57422558,95.83,Michael Tiddes,,
A Haunted House 2,"Comedy,Fantasy",Comedy,['Fantasy'],low,4,2014,4000000,17329487,3877374,21206861,17206861,81.14,Michael Tiddes,,
Fifty Shades of Black,Comedy,Comedy,[],mid,1,2016,5000000,11686940,10426135,22113075,17113075,77.39,Michael Tiddes,,
Do You Believe?,"Fantasy,Horror",Fantasy,['Horror'],low,3,2015,2300000,12985600,1319331,14304931,12004931,83.92,Richard Tavernaro,,
Cedar Rapids,Comedy,Comedy,[],mid,2,2011,10000000,6861102,1001029,7862131,-2137869,-27.19,Miguel Arteta,1965.0,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",Comedy,['Family'],mid,10,2014,28000000,66954149,34425138,101379287,73379287,72.38,Miguel Arteta,1965.0,
"Everything, Everything","Drama,Romance",Drama,['Romance'],mid,5,2017,10000000,34121140,27481996,61603136,51603136,83.77,Stella Meghie,,
Regression,"Crime,Horror,Mystery",Crime,"['Horror', 'Mystery']",mid,10,2015,20000000,55039,15769335,15824374,-4175626,-26.39,Alejandro Amenábar,1972.0,
Queen of the Desert,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",mid,4,2017,36000000,0,1578543,1578543,-34421457,-2180.58,Werner Herzog,1942.0,
The Devil Inside,Horror,Horror,[],low,1,2012,1000000,53262945,48496545,101759490,100759490,99.02,William Brent Bell,,
The Boy,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",mid,1,2016,10000000,35819556,32401396,68220952,58220952,85.34,William Brent Bell,,
Red,Drama,Drama,[],high,10,2010,60000000,90380162,106059531,196439693,136439693,69.46,Jay Abello,,
Departure,Drama,Drama,[],low,3,2017,1100000,0,27561,27561,-1072439,-3891.15,Shahriar Shafiani,,
The A-Team,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",high,6,2010,110000000,77222099,100019072,177241171,67241171,37.94,Joe Carnahan,1969.0,
The Grey,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",mid,1,2012,25000000,51580136,29669040,81249176,56249176,69.23,Joe Carnahan,1969.0,
Teefa in Trouble,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",low,7,2018,1500000,0,98806,98806,-1401194,-1418.13,Ahsan Rahim,,
Shanghai,"Crime,Mystery,Thriller",Crime,"['Mystery', 'Thriller']",high,10,2015,50000000,46425,15459497,15505922,-34494078,-222.46,Dibakar Banerjee,1969.0,
Your Sister's Sister,"Comedy,Drama",Comedy,['Drama'],low,6,2012,120000,1597486,1493107,3090593,2970593,96.12,Lynn Shelton,,
Hugo,"Adventure,Drama,Family",Adventure,"['Drama', 'Family']",high,11,2011,180000000,73864507,106183277,180047784,47784,0.03,Martin Scorsese,1942.0,
The Wolf of Wall Street,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",high,12,2013,100000000,116900694,272969720,389870414,289870414,74.35,Martin Scorsese,1942.0,
Shutter Island,"Mystery,Thriller",Mystery,['Thriller'],high,2,2010,80000000,128012934,171448848,299461782,219461782,73.29,Martin Scorsese,1942.0,
The Kick,"Action,Sport",Action,['Sport'],low,12,2011,3500000,0,40622,40622,-3459378,-8516.02,Prachya Pinkaew,1962.0,
Sisters,"Action,Drama",Action,['Drama'],mid,12,2015,30000000,87044645,18986015,106030660,76030660,71.71,Prachya Pinkaew,1962.0,
Movie 43,Comedy,Comedy,[],mid,1,2013,10000000,8840453,22324294,31164747,21164747,67.91,Rusty Cundieff,1960.0,
Sardaar Ji,"Comedy,Fantasy,Horror",Comedy,"['Fantasy', 'Horror']",low,12,2015,2700000,0,8200000,8200000,5500000,67.07,Rohit Jugraj,,
Melancholia,Documentary,Documentary,[],mid,11,2011,9400000,3030848,18786450,21817298,12417298,56.91,Ariadne Koutsaftis,,
ParaNorman,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,8,2012,60000000,56003051,52116611,108119662,48119662,44.51,Sam Fell,,
Ghostbusters,"Action,Comedy,Fantasy",Action,"['Comedy', 'Fantasy']",high,7,2016,144000000,128350574,100658084,229008658,85008658,37.12,Paul Feig,1962.0,
Bridesmaids,"Comedy,Romance",Comedy,['Romance'],mid,5,2011,32500000,169211718,120420305,289632023,257132023,88.78,Paul Feig,1962.0,
The Heat,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,6,2013,43000000,159581587,70146187,229727774,186727774,81.28,Paul Feig,1962.0,
A Simple Favor,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",mid,9,2018,20000000,53548586,44080131,97628717,77628717,79.51,Paul Feig,1962.0,
Flatliners,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,9,2017,20000000,16883115,28290623,45173738,25173738,55.73,Niels Arden Oplev,1961.0,
Dead Man Down,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,3,2013,30000000,10895295,8704679,19599974,-10400026,-53.06,Niels Arden Oplev,1961.0,
October Baby,Drama,Drama,[],low,3,2012,1000000,5355847,36145,5391992,4391992,81.45,Jon Erwin,,
Woodlawn,"Drama,Sport",Drama,['Sport'],mid,10,2015,13000000,14394097,9606,14403703,1403703,9.75,Jon Erwin,,
I Can Only Imagine,"Biography,Drama,Family",Biography,"['Drama', 'Family']",mid,3,2018,7000000,83482352,2121869,85604221,78604221,91.82,Jon Erwin,,
Real Steel,"Action,Drama,Family",Action,"['Drama', 'Family']",high,10,2011,110000000,85463309,178417032,263880341,153880341,58.31,Shawn Levy,1968.0,
Date Night,"Comedy,Crime,Romance",Comedy,"['Crime', 'Romance']",high,4,2010,55000000,98711404,53557629,152269033,97269033,63.88,Shawn Levy,1968.0,
The Internship,Comedy,Comedy,[],high,6,2013,58000000,44672764,49000000,93672764,35672764,38.08,Shawn Levy,1968.0,
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",high,12,2014,127000000,113746621,240010000,353756621,226756621,64.1,Shawn Levy,1968.0,
Wanderlust,Drama,Drama,[],mid,2,2012,32500000,17288155,6871779,24159934,-8340066,-34.52,Lou Occelli,,
Johnny English Reborn,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",mid,10,2011,45000000,8406711,156233690,164640401,119640401,72.67,Oliver Parker,1960.0,
Rubber,"Comedy,Fantasy,Horror",Comedy,"['Fantasy', 'Horror']",low,4,2011,500000,100370,580544,680914,180914,26.57,Quentin Dupieux,,
ABCD (Any Body Can Dance),"Drama,Music",Drama,['Music'],low,2,2013,1900000,222098,9915136,10137234,8237234,81.26,Remo D'Souza,,
Super,Adventure,Adventure,[],low,4,2011,2500000,327716,266217,593933,-1906067,-320.92,Rebecca Bernal,,
Meet the Blacks,"Comedy,Horror",Comedy,['Horror'],low,4,2016,900000,9097072,0,9097072,8197072,90.11,Deon Taylor,,
The Intruder,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",mid,5,2019,8000000,35095904,909967,36005871,28005871,77.78,Deon Taylor,,
Safe,Thriller,Thriller,[],mid,4,2012,33000000,17142080,24353133,41495213,8495213,20.47,Paul Ruven,1958.0,
Peeples,"Comedy,Romance",Comedy,['Romance'],mid,5,2013,11000000,9177065,130101,9307166,-1692834,-18.19,Tina Gordon,,
Swiss Army Man,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",low,6,2016,3000000,4210454,1626657,5837111,2837111,48.6,Daniel Scheinert,,
The Square,"Documentary,Drama,History",Documentary,"['Drama', 'History']",low,4,2010,1900000,406216,334716,740932,-1159068,-156.43,Jehane Noujaim,1974.0,
The Square,"Documentary,Drama,History",Documentary,"['Drama', 'History']",low,10,2013,1500000,124244,52018,176262,-1323738,-751.01,Jehane Noujaim,1974.0,
Jack Reacher,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",high,12,2012,60000000,80070736,137300000,217370736,157370736,72.4,Christopher McQuarrie,1968.0,
Forget Me Not,"Drama,Horror",Drama,['Horror'],low,5,2011,1300000,0,13465,13465,-1286535,-9554.66,Albert Kai-kwong Mak,,
Tooth Fairy,Horror,Horror,[],mid,1,2010,48000000,60022256,52588130,112610386,64610386,57.38,Louisa Warren,,
El Chicano,Drama,Drama,[],mid,5,2019,8000000,700261,0,700261,-7299739,-1042.43,Ben Hernandez Bray,,
Ironclad,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",mid,7,2011,25000000,0,5297411,5297411,-19702589,-371.93,Jonathan English,,
One Day,Family,Family,[],mid,8,2011,15000000,13843771,45324921,59168692,44168692,74.65,Xiaoxing Yi,,
The Night Before,Horror,Horror,[],mid,11,2015,25000000,43035725,9391621,52427346,27427346,52.31,Brett Bentman,,
Brave,Drama,Drama,[],high,6,2012,185000000,237282182,317324350,554606532,369606532,66.64,Lowladee Omolola Adeleke,,
Inside Job,"Crime,Documentary",Crime,['Documentary'],low,10,2010,2000000,4311834,3487423,7799257,5799257,74.36,Charles Ferguson,1955.0,
Time to Choose,Documentary,Documentary,[],low,6,2016,3500000,29233,0,29233,-3470767,-11872.77,Charles Ferguson,1955.0,
Monte Carlo,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",mid,7,2011,20000000,23186769,16500000,39686769,19686769,49.61,Thomas Bezucha,1964.0,
Red Dog,Documentary,Documentary,[],mid,12,2011,9100000,0,20927794,20927794,11827794,56.52,Casey Pinkston,,
Another Year,Documentary,Documentary,[],mid,12,2010,8000000,3205706,16799907,20005613,12005613,60.01,Shengze Zhu,,
Unstoppable,Documentary,Documentary,[],high,11,2010,95000000,81562942,84157979,165720921,70720921,42.67,Nick Willing,1961.0,
Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",Action,"['Adventure', 'Crime']",high,12,2011,125000000,186848418,348815025,535663443,410663443,76.66,Guy Ritchie,1968.0,
King Arthur: Legend of the Sword,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,5,2017,175000000,39175066,100455270,139630336,-35369664,-25.33,Guy Ritchie,1968.0,
Aladdin,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",high,5,2019,182000000,246734314,372500000,619234314,437234314,70.61,Guy Ritchie,1968.0,
Split,"Action,Drama,Sport",Action,"['Drama', 'Sport']",mid,1,2017,5000000,138141585,140823221,278964806,273964806,98.21,Kook-Hee Choi,,
Underdogs,"Documentary,Sport",Documentary,['Sport'],low,8,2013,2500000,35017,1357632,1392649,-1107351,-79.51,Marcus Reyes,,
Kill List,"Crime,Drama,Horror",Crime,"['Drama', 'Horror']",low,2,2012,800000,29063,433143,462206,-337794,-73.08,Ben Wheatley,1972.0,
Free Fire,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,4,2017,10000000,1799322,1994417,3793739,-6206261,-163.59,Ben Wheatley,1972.0,
Like Crazy,"Comedy,Drama",Comedy,['Drama'],low,10,2011,250000,3395391,333009,3728400,3478400,93.29,Paolo Virzì,1964.0,
A Quiet Place,"Drama,Horror,Sci-Fi",Drama,"['Horror', 'Sci-Fi']",mid,4,2018,17000000,188024361,146497933,334522294,317522294,94.92,John Krasinski,1979.0,
Ida,Drama,Drama,[],low,5,2014,2600000,3827060,11471295,15298355,12698355,83.0,Pawel Pawlikowski,1957.0,
Kidnap,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,8,2017,21000000,30718107,4117973,34836080,13836080,39.72,Luis Prieto,,
Upgrade,Drama,Drama,[],low,6,2018,3000000,11977130,4576155,16553285,13553285,81.88,Mike Erickson,,
Alice in Wonderland,"Fantasy,Musical",Fantasy,['Musical'],high,3,2010,200000000,334191110,691300000,1025491110,825491110,80.5,James Fotopoulos,1976.0,
Haywire,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",mid,1,2012,23000000,18942396,17432304,36374700,13374700,36.77,Steven Soderbergh,1963.0,
Contagion,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",high,9,2011,60000000,75658097,61893497,137551594,77551594,56.38,Steven Soderbergh,1963.0,
Magic Mike,"Comedy,Drama",Comedy,['Drama'],mid,6,2012,7000000,113721571,56828182,170549753,163549753,95.9,Steven Soderbergh,1963.0,
Side Effects,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,2,2013,30000000,32172757,34569381,66742138,36742138,55.05,Steven Soderbergh,1963.0,
Logan Lucky,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",mid,8,2017,29000000,27778642,16485629,44264271,15264271,34.48,Steven Soderbergh,1963.0,
Unsane,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",low,3,2018,1500000,7690044,6554887,14244931,12744931,89.47,Steven Soderbergh,1963.0,
Getaway,Thriller,Thriller,[],mid,8,2013,18000000,10501938,1312051,11813989,-6186011,-52.36,Jazz Walker,,
Cinderella,Drama,Drama,[],high,3,2015,95000000,201151353,333400000,534551353,439551353,82.23,Vinod Venkatesh,,
The Next Three Days,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,11,2010,30000000,21148651,46107265,67255916,37255916,55.39,Paul Haggis,1953.0,
Above and Beyond,Documentary,Documentary,[],low,1,2015,1300000,288751,0,288751,-1011249,-350.21,Tim Gray,,
Glass,"Crime,Horror,Mystery",Crime,"['Horror', 'Mystery']",mid,1,2019,20000000,111035005,134268500,245303505,225303505,91.85,Vince D'Amato,,
The Master,Documentary,Documentary,[],mid,9,2012,37500000,16247159,34400257,50647416,13147416,25.96,Nawapol Thamrongrattanarit,,
Joy,Drama,Drama,[],high,12,2015,60000000,56451232,44682827,101134059,41134059,40.67,Sudabeh Mortezai,,
Devil,Drama,Drama,[],mid,9,2010,10000000,33679655,29674459,63354114,53354114,84.22,Michihito Fujii,,
Looper,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,9,2012,30000000,66486205,103980200,170466405,140466405,82.4,Rian Johnson,1973.0,
Spotlight,Drama,Drama,[],mid,11,2015,20000000,45055776,47032684,92088460,72088460,78.28,Sunkanmi Adebayo,,
Legend,"Action,Drama",Action,['Drama'],mid,11,2015,25000000,1872994,40552456,42425450,17425450,41.07,Boyapati Srinu,,
Soul Surfer,"Biography,Drama,Family",Biography,"['Drama', 'Family']",mid,4,2011,18000000,43853424,3305228,47158652,29158652,61.83,Sean McNamara,1962.0,
127 Hours,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",mid,11,2010,18000000,18335230,41881941,60217171,42217171,70.11,Danny Boyle,1956.0,
Trance,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,4,2013,16000000,2322593,20271459,22594052,6594052,29.18,Danny Boyle,1956.0,
Steve Jobs,"Biography,Drama",Biography,['Drama'],mid,10,2015,30000000,17766658,17812349,35579007,5579007,15.68,Danny Boyle,1956.0,
Django Unchained,"Drama,Western",Drama,['Western'],high,12,2012,100000000,162805434,287142889,449948323,349948323,77.78,Quentin Tarantino,1963.0,
The Hateful Eight,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",high,12,2015,62000000,54117416,93747470,147864886,85864886,58.07,Quentin Tarantino,1963.0,
Carnage,Comedy,Comedy,[],mid,12,2011,25000000,2546747,35565407,38112154,13112154,34.4,Simon Amstell,1979.0,
Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",Action,"['Fantasy', 'Horror']",high,6,2012,67500000,37519139,99970591,137489730,69989730,50.91,Timur Bekmambetov,1961.0,
Ben-Hur,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,8,2016,95000000,26410477,65259171,91669648,-3330352,-3.63,Timur Bekmambetov,1961.0,
The Help,Drama,Drama,[],mid,8,2011,25000000,169705587,43414417,213120004,188120004,88.27,Tate Taylor,1969.0,
Get on Up,"Biography,Drama,Music",Biography,"['Drama', 'Music']",mid,8,2014,30000000,30569935,2769933,33339868,3339868,10.02,Tate Taylor,1969.0,
The Girl on the Train,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,10,2016,45000000,75395035,98883179,174278214,129278214,74.18,Tate Taylor,1969.0,
Trust,Drama,Drama,[],low,4,2011,4000000,120016,0,120016,-3879984,-3232.89,Frank Blenman,,
Mud,Drama,Drama,[],mid,4,2013,10000000,21590086,9966873,31556959,21556959,68.31,José Celestino Campusano,1964.0,
Restless,Drama,Drama,[],mid,9,2011,8000000,163753,2608758,2772511,-5227489,-188.55,Julia Schubeius,1991.0,
La chambre bleue,Documentary,Documentary,[],low,10,2014,1400000,260441,1684979,1945420,545420,28.04,Paul Costes,,
